EmployeeID,Age,Gender,Education,Department,JobRole,JobLevel,MonthlyIncome,SalarySlab,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,NumCompaniesWorked,SickLeaveDays,AbsentDays,MaritalStatus,Attrition,JoiningDate,EmployeeNumber
EMP12216,36,Female,Master's,Research & Development,Research Scientist,3,18975.0,Very High,11,3.0,3,2,No,Travel_Rarely,30.0,High,Medium,Medium,Medium,3,19,2,5,2,11,19,Married,No,26-05-2015,594105
EMP12217,22,Male,PhD,IT,Data Analyst,1,17441.0,Very High,0,0.0,0,0,No,Travel_Rarely,6.0,Low,High,Very High,Very High,4,23,0,1,4,11,6,Single,No,25-01-2023,959588
EMP12218,35,Female,Bachelor's,Sales,Sales Executive,1,25000.0,Very High,18,4.0,1,1,No,Travel_Frequently,8.0,High,Medium,Medium,High,4,15,2,4,3,6,5,Married,Yes,25-10-2024,967254
EMP12219,49,Female,Bachelor's,IT,Manager,1,22320.0,Very High,18,1.0,1,1,No,Travel_Frequently,25.0,High,High,High,Very High,3,11,0,2,4,6,12,Single,No,13-09-2012,198306
EMP12220,48,Female,Master's,Sales,Sales Executive,1,25000.0,Very High,23,23.0,5,7,No,Travel_Rarely,10.0,Very High,Medium,Low,Medium,3,24,2,2,0,5,5,Single,No,28-05-2011,875991
EMP12221,34,Female,High School,Finance,Financial Analyst,1,14163.0,High,15,1.0,1,1,No,Non-Travel,24.0,Medium,Medium,High,Medium,4,18,2,3,0,4,19,Married,No,10-03-2014,610190
EMP12222,44,Male,Master's,Research & Development,Research Director,2,11706.0,High,19,1.0,1,1,Yes,Travel_Rarely,18.0,High,High,Medium,High,3,11,0,3,4,8,1,Married,No,19-12-2011,428947
EMP12223,57,Male,High School,Sales,Manager,2,23115.0,Very High,26,4.0,4,4,Yes,Travel_Rarely,1.0,Medium,High,Very High,Low,4,13,1,3,3,1,10,Married,No,08-07-2022,102474
EMP12224,57,Male,Bachelor's,Sales,Sales Representative,2,19082.0,Very High,37,4.0,1,4,No,Travel_Rarely,7.0,Medium,Medium,High,Medium,3,22,2,4,0,10,7,Divorced,No,27-10-2017,420029
EMP12225,42, female ,Bachelor's,Sales,Sales Representative,1,25000.0,Very High,17,3.0,2,3,No,Travel_Rarely,7.0,High,Medium,Medium,Very High,3,13,0,2,4,10,3,Married,No,22-08-2019,751606
EMP12226,44,Female,Master's,Research & Development,Laboratory Technician,3,21248.0,Very High,18,7.0,7,1,No,Travel_Rarely,13.0,High,Low,Medium,Medium,3,25,2,2,1,2,6,Divorced,No,22-06-2012,937009
EMP12227,26,Male,Bachelor's,Research & Development,Laboratory Technician,1,24156.0,Very High,6,4.0,1,4,Yes,Travel_Frequently,16.0,Low,High,High,Medium,3,21,2,1,2,8,14,Married,No,01-10-2012,187556
EMP12228,41,Male,High School,Human Resources,HR Executive,2,10609.0,High,11,5.0,1,3,,Travel_Rarely,12.0,Very High,Medium,Medium,Very High,4,20,2,1,4,11,18,Single,No,10-02-2010,636405
EMP12229,36,Male,Master's,Sales,Manager,1,25000.0,Very High,13,6.0,5,4,No,Travel_Rarely,29.0,High,Low,Medium,Low,3,25,2,0,0,1,9,Married,No,04-10-2020,225756
EMP12230,37,Female,Bachelor's,Sales,Manager,1,20457.0,Very High,4,0.0,0,0,No,Travel_Frequently,19.0,High,Medium,High,High,3,10,3,4,4,2,2,Divorced,No,11-09-2018,602016
EMP12231,60,Male,Bachelor's,Finance,Financial Analyst,2,25000.0,Very High,39,4.0,1,4,No,Travel_Frequently,6.0,High,Very High,High,High,3,22,2,3,3,5,9,Married,No,04-09-2024,913119
EMP12232,29,Male,Bachelor's,Sales,Sales Representative,2,15120.0,Very High,0,0.0,0,0,No,Travel_Rarely,7.0,Medium,Very High,Medium,Very High,3,20,0,1,0,9,18,Single,No,14-02-2019,969082
EMP12233,29,Male,Master's,Marketing,Manager,2,25000.0,Very High,1,0.0,0,0,No,Travel_Rarely,30.0,High,Medium,High,High,3,16,2,0,3,6,2,Single,No,02-12-2021,878381
EMP12234,26,Male,Master's,IT,Manager,2,12255.0,High,0,0.0,0,0,No,Travel_Rarely,25.0,Medium,Medium,High,Very High,3,10,0,0,3,1,17,Married,No,16-09-2012,195528
EMP12235,57,Female,,Finance,Financial Analyst,4,25000.0,Very High,39,13.0,1,1,No,Travel_Rarely,17.0,Very High,Medium,Very High,Low,3,22,0,2,3,7,4,Married,No,21-09-2023,987549
EMP12236,46,Female,Bachelor's,Human Resources,HR Executive,2,18766.0,Very High,21,2.0,1,1,No,Travel_Rarely,29.0,Low,Low,High,Low,3,17,1,4,4,8,0,Single,No,18-04-2021,400104
EMP12237,52,Male,Master's,IT,Manager,2,22318.0,Very High,30,3.0,1,3,No,Travel_Rarely,19.0,Medium,High,High,High,3,25,0,4,0,0,5,Divorced,No,10-01-2013,641635
EMP12238,20,Female,Master's,Sales,Sales Representative,1,25000.0,Very High,0,0.0,0,0,Yes,Travel_Frequently,5.0,High,High,Very High,High,3,12,0,5,3,5,6,Married,Yes,21-12-2010,485716
EMP12239,53,Male,Bachelor's,Sales,Sales Representative,1,12649.0,High,29,1.0,1,1,No,Travel_Rarely,3.0,Medium,Very High,High,High,3,23,1,3,1,3,1,Married,No,30-08-2013,730488
EMP12240,23,Female,High School,Sales,Manager,2,16187.0,Very High,0,0.0,0,0,No,Travel_Rarely,24.0,Medium,Very High,Medium,High,3,17,2,4,2,9,16,Married,No,02-02-2015,151614
EMP12241,36,Male,Bachelor's,IT,Manager,1,25000.0,Very High,3,3.0,2,3,No,Non-Travel,26.0,Medium,Very High,Medium,Very High,4,17,3,5,4,10,2,Single,No,19-06-2011,635673
EMP12242,23,Male,Master's,Sales,Manager,2,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,22.0,Very High,Low,High,High,3,19,1,3,1,9,1,Married,No,25-05-2018,889818
EMP12243,45,Male,PhD,Human Resources,HR Specialist,1,20699.0,Very High,25,3.0,1,2,Yes,Travel_Rarely,18.0,High,Very High,Very High,Very High,3,21,3,4,0,4,17,Single,No,16-10-2023,827775
EMP12244,23,Male,High School,Marketing,Manager,3,25000.0,Very High,4,4.0,1,4,No,Non-Travel,17.0,Medium,Medium,Very High,High,3,23,2,2,2,5,13,Married,No,16-02-2025,757857
EMP12245,20,Male,Bachelor's,IT,Manager,5,20991.0,Very High,0,0.0,0,0,No,Non-Travel,26.0,Medium,Very High,High,High,3,19,2,5,3,5,15,Single,No,10-09-2010,571791
EMP12246,26,Female,High School,Research & Development,Manager,1,25000.0,Very High,8,7.0,3,1,No,Travel_Rarely,21.0,Medium,Medium,High,High,3,14,3,0,1,6,11,Single,No,22-05-2015,522692
EMP12247,49,Female,Bachelor's,Sales,Sales Representative,3,10034.0,High,29,2.0,2,0,No,Travel_Rarely,11.0,High,Medium,Medium,High,3,23,3,4,1,8,17,Married,No,04-08-2025,823699
EMP12248,28,Male,Bachelor's,IT,Software Engineer,3,22985.0,Very High,0,0.0,0,0,No,Non-Travel,25.0,High,Low,Low,High,4,23,0,6,3,11,7,Single,No,13-06-2023,767185
EMP12249,54,Female,Master's,Human Resources,HR Executive,5,10599.0,High,31,3.0,3,3,No,Travel_Rarely,26.0,Low,Low,High,High,3,12,2,4,3,3,0,Married,No,14-12-2019,821421
EMP12250,27,Male,High School,Sales,Sales Executive,1,7130.0,Medium,0,0.0,0,0,No,Travel_Rarely,9.0,Medium,High,High,High,3,20,1,2,1,8,2,Married,No,31-08-2017,631854
EMP12251,43,Female,Master's,Sales,Manager,3,25000.0,Very High,21,11.0,0,2,Yes,Travel_Rarely,17.0,Medium,Very High,Medium,High,3,20,1,1,0,0,6,Married,Yes,29-08-2023,460728
EMP12252,38,Female,Bachelor's,Marketing,Marketing Specialist,1,23453.0,Very High,15,15.0,2,0,No,Travel_Rarely,19.0,Medium,Medium,High,Very High,3,21,2,3,4,8,1,Married,No,15-01-2023,842857
EMP12253,55,Female,Master's,Finance,Financial Analyst,2,19377.0,Very High,27,11.0,4,0,Yes,Travel_Frequently,13.0,Medium,Low,High,High,3,20,3,1,0,11,15,Married,No,12-07-2022,595343
EMP12254,46,Male,Bachelor's,IT,Software Engineer,3,20999.0,Very High,21,4.0,0,3,Yes,Travel_Rarely,6.0,High,Medium,Very High,Medium,3,18,3,0,0,7,8,Married,No,11-04-2017,815271
EMP12255,51,Male,High School,IT,Data Analyst,3,25000.0,Very High,25,3.0,3,3,No,Travel_Frequently,150.0,Medium,Medium,Medium,High,3,10,1,1,4,1,2,Married,No,16-11-2018,789849
EMP12256,33,Male,PhD,Human Resources,Manager,1,19611.0,Very High,4,4.0,4,3,No,Travel_Frequently,4.0,High,Medium,High,Medium,3,10,3,6,0,6,18,Single,No,08-05-2023,904599
EMP12257,37,Male,High School,Research & Development,Research Scientist,3,25000.0,Very High,14,7.0,0,0,No,Travel_Frequently,29.0,High,Low,Medium,High,3,25,1,6,2,6,13,Single,No,29-01-2014,326743
EMP12258,47,Female,Master's,Research & Development,Manager,2,16445.0,Very High,21,4.0,4,1,Yes,Travel_Frequently,18.0,Medium,Medium,Medium,High,3,23,0,0,3,1,14,Single,No,17-07-2023,452756
EMP12259,48,Male,Master's,Research & Development,Manager,1,25000.0,Very High,28,0.0,0,0,No,Travel_Frequently,12.0,High,Very High,Medium,High,3,11,0,3,1,7,15,Single,Yes,12-10-2022,834093
EMP12260,35,Male,High School,Research & Development,Research Director,2,19787.0,Very High,7,7.0,0,1,No,Travel_Rarely,28.0,High,Very High,Medium,High,3,22,0,2,4,5,18,Single,No,11-02-2012,378611
EMP12261,54,Male,Bachelor's,IT,Data Analyst,3,18311.0,Very High,27,3.0,2,3,Yes,Travel_Rarely,28.0,Medium,Medium,High,High,3,19,2,6,0,5,14,Single,No,03-05-2025,285385
EMP12262,50,Male,Master's,Human Resources,Manager,4,25000.0,Very High,27,2.0,0,0,No,Travel_Frequently,4.0,High,Very High,High,High,3,15,3,6,1,11,13,Married,No,27-07-2019,897964
EMP12263,23,Female,PhD,IT,Data Analyst,3,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,5.0,Medium,Medium,Very High,High,3,11,0,0,2,10,4,Married,No,14-03-2015,541874
EMP12264,56,Male,Master's,Research & Development,Manager,1,23424.0,Very High,28,6.0,0,2,Yes,Travel_Rarely,12.0,Very High,High,High,Very High,3,13,1,3,0,4,6,Married,No,2024/03/08,894657
EMP12265,36,Female,Bachelor's,Human Resources,HR Specialist,1,7810.0,Medium,17,1.0,1,1,No,Travel_Rarely,18.0,High,High,Medium,High,3,15,0,5,0,11,2,Married,No,18-11-2021,620665
EMP12266,58,Male,Master's,Human Resources,Manager,1,18724.0,Very High,30,9.0,2,1,No,Travel_Rarely,26.0,High,Low,Very High,Medium,3,11,3,2,0,10,1,Divorced,No,28-09-2016,800260
EMP12267,45,Female,Master's,Human Resources,Manager,1,25000.0,Very High,24,2.0,2,2,No,Travel_Frequently,17.0,Very High,Medium,Very High,High,3,13,1,1,2,7,15,Married,Yes,11-06-2017,863053
EMP12268,58,Female,Master's,Finance,Finance Manager,2,19855.0,Very High,36,1.0,1,1,Yes,Travel_Rarely,23.0,High,Very High,High,Low,3,16,0,1,3,9,1,Single,No,14-02-2017,562551
EMP12269,60,Female,Master's,Sales,Manager,1,25000.0,Very High,37,3.0,1,0,No,Travel_Rarely,23.0,High,Low,Low,Very High,3,10,3,0,1,8,2,Married,No,19-06-2018,381972
EMP12270,23,Female,High School,Research & Development,Research Director,1,25000.0,Very High,0,0.0,0,0,No,Travel_Frequently,24.0,High,Medium,Medium,Medium,3,25,1,4,0,4,11,Married,No,09-02-2013,205270
EMP12271,49,Male,Bachelor's,Sales,Sales Executive,4,24307.0,Very High,19,17.0,4,8,No,Travel_Rarely,10.0,Medium,Very High,High,High,3,25,0,5,0,0,0,Single,No,25-12-2011,153204
EMP12272,49,Female,Master's,Research & Development,Research Scientist,2,15081.0,Very High,24,8.0,1,1,Yes,Travel_Frequently,6.0,High,Low,High,High,3,18,0,4,2,10,14,Single,No,09-04-2017,950879
EMP12273,41,Female,PhD,Research & Development,Research Scientist,3,7362.0,Medium,17,14.0,3,4,No,Travel_Rarely,17.0,Low,Medium,Medium,Medium,4,19,3,5,2,5,0,Single,No,13-11-2019,864409
EMP12274,30,Female,Bachelor's,Finance,Finance Manager,2,25000.0,Very High,0,0.0,0,0,No,Travel_Frequently,8.0,Low,Very High,Medium,Very High,3,19,0,2,1,11,0,Married,No,05-11-2012,671576
EMP12275,21,Female,PhD,Marketing,,2,15266.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,2.0,High,Very High,Medium,High,3,25,3,1,1,11,14,Single,No,29-12-2016,775799
EMP12276,31,Female,PhD,Human Resources,HR Specialist,1,23844.0,Very High,0,0.0,0,0,No,Travel_Rarely,12.0,Low,Very High,Very High,Medium,3,16,0,3,0,0,2,Married,No,26-07-2018,753247
EMP12277,49,Male,Master's,Finance,,2,12551.0,High,26,2.0,2,1,No,Travel_Frequently,3.0,Low,High,Very High,Very High,4,18,1,5,0,4,13,Married,No,01-03-2019,148736
EMP12278,55,Male,Master's,Research & Development,Research Director,2,19548.0,Very High,34,9.0,3,1,Yes,Travel_Rarely,24.0,High,Low,Medium,High,4,16,0,2,0,5,9,Divorced,Yes,12-06-2018,301860
EMP12279,37,Male,Master's,Human Resources,Manager,2,22363.0,Very High,16,6.0,2,0,No,Non-Travel,20.0,Low,High,Medium,High,3,25,2,0,0,2,2,Married,No,13-11-2019,758392
EMP12280,45,Female,Master's,Sales,Sales Executive,3,24856.0,Very High,16,16.0,5,3,No,Travel_Rarely,21.0,Medium,High,Medium,Very High,3,20,0,5,0,11,19,Married,No,07-08-2016,531146
EMP12281,26,Male,Master's,Sales,Manager,4,13337.0,High,0,0.0,0,0,Yes,Travel_Rarely,25.0,High,High,Medium,Medium,3,25,3,0,2,0,17,Single,No,27-04-2019,431879
EMP12282,20,Female,High School,Research & Development,Laboratory Technician,2,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,27.0,High,Very High,Medium,High,3,10,0,2,3,1,3,Married,No,06-08-2019,244400
EMP12283,45,Male,Bachelor's,Research & Development,Research Scientist,1,16838.0,Very High,18,3.0,3,3,No,Travel_Rarely,23.0,High,Very High,High,High,3,16,2,3,1,11,16,Married,No,16-06-2013,574200
EMP12284,42,Male,Bachelor's,Sales,Sales Representative,4,10368.0,High,19,1.0,1,0,No,Travel_Rarely,26.0,High,High,Medium,Very High,3,20,1,1,2,11,19,Single,Yes,20-02-2025,853129
EMP12285,45,Female,High School,Sales,Manager,3,20972.0,Very High,23,4.0,2,1,No,Non-Travel,28.0,High,Low,High,High,3,18,2,1,4,10,3,Single,No,07-02-2017,283981
EMP12286,25,Female,Bachelor's,Sales,Sales Executive,2,22370.0,Very High,2,2.0,0,1,No,Travel_Rarely,7.0,High,Low,Low,Very High,3,22,1,3,4,11,14,Married,No,24-06-2024,679744
EMP12287,25,Female,Master's,Marketing,Manager,3,23677.0,Very High,4,3.0,3,1,No,Travel_Frequently,1.0,Medium,Medium,Medium,High,3,17,2,1,4,2,10,Single,No,14-02-2022,190948
EMP12288,27,Male,Master's,Research & Development,Research Scientist,1,25000.0,Very High,6,2.0,1,0,No,Travel_Rarely,17.0,High,Medium,Low,Low,3,25,2,5,1,2,2,Married,No,28-12-2023,742830
EMP12289,43,Male,Bachelor's,Research & Development,Research Scientist,1,19803.0,Very High,16,0.0,0,0,No,Travel_Rarely,8.0,Very High,Low,High,Low,4,25,2,4,0,1,6,Single,No,13-10-2024,122464
EMP12290,41,Male,Master's,Sales,Sales Executive,1,20872.0,Very High,16,4.0,3,4,No,Travel_Rarely,10.0,Medium,High,Medium,High,3,21,1,4,4,5,9,Single,No,12-10-2012,729438
EMP12291,38,Male,Bachelor's,Human Resources,Manager,1,13407.0,High,17,2.0,2,2,No,Travel_Rarely,17.0,Medium,High,Very High,High,3,13,0,3,4,6,18,Married,No,04-07-2023,709335
EMP12292,56,Male,Bachelor's,Sales,Sales Executive,2,25000.0,Very High,28,0.0,0,0,No,Non-Travel,16.0,Low,High,Medium,Medium,3,14,3,6,3,4,19,Single,No,01-01-2014,258378
EMP12293,37,Male,Master's, sales ,Sales Executive,1,23931.0,Very High,10,2.0,2,2,No,Travel_Rarely,10.0,High,Medium,High,Very High,3,12,0,4,2,6,7,Married,No,09-04-2019,783601
EMP12294,50,Male,Bachelor's,Research & Development,Research Director,3,18233.0,Very High,29,2.0,0,2,No,Travel_Rarely,15.0,Low,Medium,Very High,High,3,19,2,5,1,11,14,Married,No,16-11-2015,105313
EMP12295,56,Female,Master's,Sales,Sales Representative,2,9348.0,High,28,2.0,1,1,No,Travel_Rarely,16.0,High,Medium,High,Low,3,19,1,2,1,2,12,Divorced,No,2025/08/14,664688
EMP12296,49,Male,Bachelor's,Sales,Manager,2,25000.0,Very High,21,1.0,1,0,No,Travel_Rarely,18.0,High,High,High,Very High,3,21,1,1,3,10,2,Married,No,01-06-2022,593429
EMP12297,52,Male,Bachelor's,Sales,Manager,1,12677.0,High,31,4.0,2,4,Yes,Travel_Rarely,4.0,High,High,Low,High,3,11,0,5,4,4,20,Married,No,14-10-2016,435940
EMP12298,29,Male,Master's,Sales,Sales Executive,2,16881.0,Very High,4,4.0,4,3,No,Travel_Rarely,25.0,Medium,High,Very High,High,3,12,1,2,3,2,20,Single,No,24-04-2018,945453
EMP12299,56,Female,Bachelor's,Sales,Manager,1,25000.0,Very High,36,5.0,0,5,No,Travel_Rarely,7.0,High,Medium,High,Medium,4,16,1,3,0,3,14,Single,No,21-03-2011,871275
EMP12300,31,Male,PhD,Research & Development,Research Director,3,12856.0,High,0,0.0,0,0,No,Non-Travel,29.0,Medium,Medium,Low,Medium,3,17,2,5,4,5,20,Single,Yes,10-10-2014,765896
EMP12301,49,Male,High School,IT,Manager,3,11248.0,High,22,3.0,2,2,No,Travel_Frequently,29.0,High,Very High,Medium,High,3,11,1,5,1,11,20,Married,No,15-08-2025,512858
EMP12302,46,Male,Bachelor's,Human Resources,Manager,2,8469.0,High,21,4.0,2,1,Yes,Travel_Rarely,12.0,High,Low,High,Very High,3,18,1,6,2,3,9,Married,No,03-02-2010,257745
EMP12303,58,Female,Master's,Research & Development,Research Scientist,1,25000.0,Very High,32,8.0,1,8,No,Travel_Rarely,23.0,Low,High,Low,Low,4,22,2,4,3,3,20,Single,No,03-03-2010,481129
EMP12304,28,Female,PhD,Sales,Manager,3,17234.0,Very High,3,3.0,2,1,No,Travel_Frequently,12.0,Very High,Low,High,High,3,13,0,2,3,6,14,Married,No,07-01-2013,608326
EMP12305,40,Female,Bachelor's,Marketing,Marketing Executive,1,25000.0,Very High,15,6.0,0,0,No,Non-Travel,26.0,Medium,Medium,Medium,High,3,24,3,2,1,5,13,Divorced,No,14-04-2018,238397
EMP12306,31,Male,Bachelor's,Research & Development,Manager,1,14080.0,High,5,3.0,0,2,Yes,Non-Travel,23.0,Very High,Medium,High,High,3,11,3,6,4,11,8,Married,No,28-06-2024,617422
EMP12307,48,Female,Master's,Sales,Manager,2,14550.0,High,24,3.0,0,1,No,Travel_Frequently,21.0,Low,Very High,Medium,Very High,3,16,3,0,4,11,14,Divorced,No,29-10-2019,756509
EMP12308,52,Female,High School,Human Resources,HR Executive,4,17078.0,Very High,20,7.0,3,1,No,Travel_Rarely,1.0,Medium,Low,High,Low,4,25,0,2,4,0,13,Married,No,19-12-2010,521593
EMP12309,34,Male,Bachelor's,Sales,Sales Executive,1,24573.0,Very High,10,1.0,1,1,Yes,Non-Travel,21.0,Medium,Very High,Medium,Very High,3,20,1,4,2,7,14,Married,No,17-12-2012,742988
EMP12310,21,Female,Master's,Research & Development,Manager,4,17826.0,Very High,0,0.0,0,0,No,Travel_Frequently,24.0,Low,High,High,Very High,3,11,2,1,2,0,13,Married,No,11-12-2015,680589
EMP12311,58,Male,Bachelor's,Research & Development,Research Director,1,25000.0,Very High,35,1.0,0,1,No,Travel_Rarely,28.0,High,High,Very High,Medium,3,16,0,6,4,11,9,Married,No,17-06-2014,124888
EMP12312,37,Male,Bachelor's,IT,IT Support,1,14181.0,High,15,2.0,2,0,No,Travel_Rarely,12.0,High,Medium,High,High,3,17,3,1,2,8,11,Married,No,22-03-2021,139811
EMP12313,22,Female,Bachelor's,Research & Development,Manager,2,11829.0,High,0,0.0,0,0,No,Travel_Rarely,23.0,High,Very High,Medium,Low,3,22,1,1,3,3,19,Married,No,29-09-2024,571301
EMP12314,26,Female,Master's,Finance,Accountant,1,9807.0,High,4,4.0,0,0,No,Travel_Rarely,7.0,Medium,High,High,High,3,18,3,4,4,6,13,Single,No,25-03-2012,614958
EMP12315,37,Male,Master's,Marketing,Marketing Specialist,1,8098.0,High,14,8.0,1,1,No,Travel_Rarely,15.0,Medium,Medium,High,High,3,23,3,1,2,4,14,Married,No,08/07/2020,248076
EMP12316,57,Male,Master's,Sales,Sales Executive,1,17446.0,Very High,24,8.0,1,4,Yes,Travel_Rarely,2.0,High,High,Very High,Very High,3,21,3,5,3,11,11,Divorced,No,04-11-2020,248049
EMP12317,56,Female,Bachelor's,Sales,Sales Representative,1,19236.0,Very High,34,2.0,0,1,Yes,Travel_Rarely,1.0,Medium,Medium,High,Medium,3,21,0,6,3,9,1,Married,No,17-07-2018,913904
EMP12318,52,Male,Bachelor's,Research & Development,Laboratory Technician,1,16578.0,Very High,23,22.0,3,1,Yes,Travel_Rarely,4.0,High,Medium,Low,High,3,20,1,5,2,2,18,Divorced,No,01-05-2015,677979
EMP12319,50,Male,Bachelor's,Research & Development,Research Scientist,3,25000.0,Very High,20,5.0,5,3,Yes,Travel_Rarely,8.0,High,Very High,Medium,High,4,10,3,6,4,7,16,Divorced,No,10-09-2010,704640
EMP12320,30,Male,Bachelor's,Research & Development,Laboratory Technician,3,25000.0,Very High,0,0.0,0,0,No,Travel_Frequently,30.0,Low,High,High,High,3,11,0,1,4,9,14,Married,No,29-11-2019,788739
EMP12321,23,Female,Bachelor's,Marketing,Manager,4,18946.0,Very High,0,0.0,0,0,No,Travel_Rarely,17.0,High,High,Medium,Medium,3,11,2,3,2,1,9,Single,No,04-04-2024,654602
EMP12322,37,Female,Bachelor's,Finance,Finance Manager,3,9825.0,High,4,4.0,2,3,Yes,Non-Travel,29.0,High,Medium,Very High,Medium,3,23,2,3,2,10,10,Married,No,23-01-2022,899576
EMP12323,23,Male,Master's,Human Resources,HR Executive,2,17068.0,Very High,0,0.0,0,0,Yes,Travel_Frequently,18.0,High,High,Very High,Medium,3,16,0,0,0,9,13,Single,Yes,16-06-2011,157970
EMP12324,53,Male,Master's,Research & Development,Laboratory Technician,2,16816.0,Very High,27,1.0,1,1,No,Non-Travel,23.0,Low,High,High,Medium,4,25,2,5,3,2,8,Single,No,25-07-2014,421435
EMP12325,48,Male,Bachelor's,IT,Software Engineer,4,16388.0,Very High,17,3.0,0,2,Yes,Travel_Frequently,5.0,Medium,Medium,Low,Medium,4,15,3,0,4,11,2,Single,No,16-07-2010,487359
EMP12326,43,Male,Master's,Marketing,Marketing Executive,1,16091.0,Very High,12,10.0,4,2,No,Travel_Rarely,6.0,Medium,High,High,High,3,24,0,2,1,4,0,Single,No,28-01-2025,896591
EMP12327,41,Female,Master's,IT,Manager,1,16415.0,Very High,17,4.0,1,4,Yes,Travel_Rarely,12.0,Medium,Medium,Medium,Low,3,23,0,2,3,4,5,Married,Yes,24-07-2012,142386
EMP12328,21,Male,High School,Sales,Manager,3,18510.0,Very High,0,0.0,0,0,No,Travel_Rarely,24.0,Medium,Medium,High,Very High,4,20,2,5,4,4,5,Married,No,05-02-2019,847550
EMP12329,25,Male,High School,Human Resources,HR Executive,1,16548.0,Very High,0,0.0,0,0,No,Non-Travel,28.0,High,Very High,Medium,Medium,3,18,1,5,0,6,4,Married,Yes,04-09-2020,271726
EMP12330,44,Female,Master's,Sales,Sales Representative,4,24191.0,Very High,12,9.0,1,3,No,Travel_Rarely,16.0,High,Very High,Medium,High,3,12,2,6,3,7,3,Single,No,13-06-2015,193115
EMP12331,40,Male,Bachelor's,Sales,Manager,2,25000.0,Very High,15,2.0,2,2,No,Travel_Rarely,9.0,High,Medium,Low,High,4,17,3,2,3,7,2,Married,No,08-04-2011,959691
EMP12332,35,Male,Bachelor's,Sales,Manager,1,14621.0,High,13,4.0,1,4,No,Travel_Frequently,15.0,Medium,High,Medium,Medium,3,14,1,6,4,10,12,Married,No,03-11-2013,307254
EMP12333,50,Male,High School,Human Resources,HR Specialist,3,25000.0,Very High,22,1.0,1,1,Yes,Non-Travel,8.0,Very High,High,Very High,Medium,3,14,1,0,1,2,3,Single,Yes,30-09-2014,638087
EMP12334,33,Female,Bachelor's,Finance,Finance Manager,1,14171.0,High,4,4.0,1,1,No,Travel_Frequently,12.0,Medium,High,Very High,Medium,3,19,3,1,2,7,6,Married,No,,736954
EMP12335,58,Male,PhD,Sales,Manager,4,10636.0,High,29,7.0,2,7,No,Travel_Rarely,14.0,High,Low,High,High,3,22,1,6,1,9,18,Married,No,10-07-2017,112928
EMP12336,47,Male,Master's,Research & Development,Research Scientist,5,25000.0,Very High,19,0.0,0,0,No,Travel_Rarely,17.0,Very High,Medium,Very High,High,3,20,0,2,0,1,10,Single,No,27-12-2014,273205
EMP12337,51,Male,Bachelor's,Research & Development,Research Director,2,15247.0,Very High,25,6.0,5,3,No,Travel_Rarely,14.0,High,Medium,Medium,Very High,4,21,1,1,3,3,9,Married,No,13-11-2018,183847
EMP12338,47,Female,PhD,Research & Development,Research Director,1,25000.0,Very High,24,3.0,3,0,No,Travel_Rarely,27.0,Very High,Very High,High,Low,3,14,1,1,4,1,18,Married,No,14-11-2018,797668
EMP12339,28,Male,Master's,Sales,Manager,1,7468.0,Medium,0,0.0,0,0,No,Travel_Frequently,20.0,High,High,High,Very High,3,17,2,0,3,4,18,Single,No,03-05-2014,185627
EMP12340,41,Female,Master's,Research & Development,Research Scientist,2,25000.0,Very High,10,3.0,1,0,No,Travel_Rarely,5.0,Medium,Low,High,High,3,16,0,6,2,2,4,Married,No,21-05-2013,103360
EMP12341,51,Female,Bachelor's,IT,IT Support,3,25000.0,Very High,19,1.0,1,1,No,Travel_Rarely,13.0,Medium,Very High,Medium,Medium,4,20,3,3,1,9,0,Married,No,23-03-2012,615979
EMP12342,24,Female,Master's,Sales,Sales Representative,1,11213.0,High,0,0.0,0,0,Yes,Non-Travel,25.0,Medium,Very High,Very High,Medium,3,21,0,5,1,9,10,Divorced,No,25-04-2021,669919
EMP12343,42,Male,Bachelor's,Sales,Sales Representative,1,11323.0,High,11,2.0,2,2,No,Travel_Rarely,6.0,Low,Medium,High,Medium,3,16,1,3,0,10,12,Married,No,10-02-2011,774619
EMP12344,24,Male,Bachelor's,Research & Development,Research Scientist,1,25000.0,Very High,0,0.0,0,0,No,Travel_Frequently,14.0,High,High,High,High,3,13,2,4,4,2,7,Married,No,21-07-2018,604712
EMP12345,51,Male,High School,Marketing,Marketing Executive,2,15807.0,Very High,25,7.0,4,6,Yes,Travel_Frequently,6.0,Medium,High,High,Very High,3,23,3,3,2,4,15,Single,No,03-11-2012,232649
EMP12346,29,Male,Bachelor's,Finance,Finance Manager,4,15133.0,Very High,8,5.0,5,3,Yes,Travel_Frequently,30.0,High,High,Medium,Medium,4,24,3,2,2,3,8,Married,No,14-06-2011,341460
EMP12347,58,Female,High School,Finance,Finance Manager,1,,Medium,30,0.0,0,0,Yes,Travel_Rarely,3.0,Medium,High,Low,High,3,15,1,0,4,5,3,Married,No,16-04-2013,355948
